Recorded Date,Borough,Method of Killing,sum of method of killing,Month,Year
May-11,Wandsworth,Knife or Sharp Implement,1,May,2011
May-12,Brent,Knife or Sharp Implement,1,May,2012
May-12,Ealing,"Physical Assault, no weapon",2,May,2012
May-12,Haringey,Knife or Sharp Implement,1,May,2012
May-12,Newham,"Physical Assault, no weapon",1,May,2012
May-12,Redbridge,"Physical Assault, no weapon",1,May,2012
May-12,Tower Hamlets,Knife or Sharp Implement,2,May,2012
May-12,Waltham Forest,Knife or Sharp Implement,1,May,2012
May-12,Waltham Forest,Not known/Not Recorded ,1,May,2012
May-12,Wandsworth,"Physical Assault, no weapon",2,May,2012
May-13,Bromley,Shooting,1,May,2013
May-13,Camden,"Physical Assault, no weapon",1,May,2013
May-13,Enfield,"Physical Assault, no weapon",1,May,2013
May-13,Greenwich,Knife or Sharp Implement,1,May,2013
May-13,Hackney,Knife or Sharp Implement,1,May,2013
May-13,Lewisham,Other Methods Of Killing,1,May,2013
May-13,Merton,Blunt Implement,1,May,2013
May-13,Newham,Knife or Sharp Implement,1,May,2013
May-13,Tower Hamlets,"Physical Assault, no weapon",1,May,2013
May-14,Barking & Dagenham,Knife or Sharp Implement,1,May,2014
May-14,Barnet,Knife or Sharp Implement,1,May,2014
May-14,Brent,Knife or Sharp Implement,1,May,2014
May-14,Camden,Knife or Sharp Implement,1,May,2014
May-14,Ealing,Blunt Implement,1,May,2014
May-14,Ealing,Knife or Sharp Implement,1,May,2014
May-14,Hillingdon,"Physical Assault, no weapon",1,May,2014
May-14,Hounslow,Knife or Sharp Implement,1,May,2014
May-14,Kingston Upon Thames,Other Methods Of Killing,1,May,2014
May-14,Westminster,Other Methods Of Killing,1,May,2014
May-15,Brent,Not known/Not Recorded ,1,May,2015
May-15,Camden,"Physical Assault, no weapon",1,May,2015
May-15,Redbridge,"Physical Assault, no weapon",3,May,2015
May-15,Wandsworth,Blunt Implement,1,May,2015
May-16,Camden,Knife or Sharp Implement,2,May,2016
May-16,Croydon,Knife or Sharp Implement,1,May,2016
May-16,Ealing,Shooting,1,May,2016
May-16,Kensington & Chelsea,Other Methods Of Killing,1,May,2016
May-16,Lewisham,Knife or Sharp Implement,1,May,2016
May-16,Tower Hamlets,Other Methods Of Killing,1,May,2016
May-17,Brent,Knife or Sharp Implement,1,May,2017
May-17,Brent,Shooting,1,May,2017
May-17,Croydon,Knife or Sharp Implement,1,May,2017
May-17,Enfield,Knife or Sharp Implement,2,May,2017
May-17,Havering,Knife or Sharp Implement,1,May,2017
May-17,Hillingdon,Blunt Implement,1,May,2017
May-17,Hillingdon,Knife or Sharp Implement,1,May,2017
May-17,Lambeth,Knife or Sharp Implement,1,May,2017
May-17,Redbridge,Blunt Implement,1,May,2017
May-17,Southwark,Other Methods Of Killing,1,May,2017
May-17,Tower Hamlets,Knife or Sharp Implement,1,May,2017
May-17,Tower Hamlets,Shooting,1,May,2017
May-17,Waltham Forest,Knife or Sharp Implement,1,May,2017
May-17,Westminster,Knife or Sharp Implement,1,May,2017
May-18,Barking & Dagenham,Knife or Sharp Implement,1,May,2018
May-18,Brent,Knife or Sharp Implement,1,May,2018
May-18,Brent,Shooting,1,May,2018
May-18,Bromley,"Physical Assault, no weapon",1,May,2018
May-18,Ealing,Other Methods Of Killing,1,May,2018
May-18,Havering,Blunt Implement,1,May,2018
May-18,Hillingdon,Knife or Sharp Implement,1,May,2018
May-18,Hillingdon,"Physical Assault, no weapon",1,May,2018
May-18,Islington,Knife or Sharp Implement,1,May,2018
May-18,Kensington & Chelsea,Knife or Sharp Implement,1,May,2018
May-18,Lambeth,Knife or Sharp Implement,1,May,2018
May-18,Merton,Knife or Sharp Implement,1,May,2018
May-18,Southwark,Shooting,1,May,2018
May-19,Ealing,Knife or Sharp Implement,2,May,2019
May-19,Ealing,"Physical Assault, no weapon",1,May,2019
May-19,Enfield,Not known/Not Recorded ,1,May,2019
May-19,Hackney,Knife or Sharp Implement,1,May,2019
May-19,Hounslow,Knife or Sharp Implement,1,May,2019
May-19,Kensington & Chelsea,Knife or Sharp Implement,1,May,2019
May-19,Lewisham,Knife or Sharp Implement,1,May,2019
May-19,Newham,Knife or Sharp Implement,1,May,2019
May-19,Newham,Other Methods Of Killing,1,May,2019
May-19,Tower Hamlets,Knife or Sharp Implement,1,May,2019
May-19,Waltham Forest,Other Methods Of Killing,1,May,2019
May-20,Ealing,Blunt Implement,1,May,2020
May-20,Ealing,Knife or Sharp Implement,1,May,2020
May-20,Haringey,Knife or Sharp Implement,1,May,2020
May-20,Haringey,Shooting,1,May,2020
May-20,Lambeth,Not known/Not Recorded ,1,May,2020
May-20,Redbridge,"Physical Assault, no weapon",1,May,2020
May-20,Southwark,Knife or Sharp Implement,1,May,2020
May-20,Wandsworth,"Physical Assault, no weapon",1,May,2020
May-21,Barnet,Knife or Sharp Implement,1,May,2021
May-21,Camden,Other Methods Of Killing,1,May,2021
May-21,Hackney,Shooting,1,May,2021
May-21,Hammersmith & Fulham,Not known/Not Recorded ,1,May,2021
May-21,Haringey,Shooting,1,May,2021
May-21,Havering,Knife or Sharp Implement,1,May,2021
May-21,Islington,Knife or Sharp Implement,1,May,2021
May-21,Lewisham,"Physical Assault, no weapon",1,May,2021
May-21,Redbridge,Knife or Sharp Implement,1,May,2021
May-21,Redbridge,"Physical Assault, no weapon",1,May,2021
May-21,Richmond Upon Thames,Knife or Sharp Implement,1,May,2021
May-21,Sutton,Knife or Sharp Implement,1,May,2021
May-21,Wandsworth,Knife or Sharp Implement,1,May,2021
May-21,Westminster,Blunt Implement,1,May,2021
May-22,Barnet,Knife or Sharp Implement,2,May,2022
May-22,Ealing,Knife or Sharp Implement,1,May,2022
May-22,Ealing,Shooting,1,May,2022
May-22,Harrow,Knife or Sharp Implement,1,May,2022
May-22,Newham,Knife or Sharp Implement,1,May,2022
Nov-03,Ealing,"Physical Assault, no weapon",1,Nov,2003
Nov-03,Enfield,Blunt Implement,1,Nov,2003
Nov-03,Greenwich,Knife or Sharp Implement,1,Nov,2003
Nov-03,Hackney,Shooting,1,Nov,2003
Nov-03,Hammersmith & Fulham,Shooting,1,Nov,2003
Nov-03,Haringey,Knife or Sharp Implement,2,Nov,2003
Nov-03,Harrow,Blunt Implement,1,Nov,2003
Nov-03,Havering,Other Methods Of Killing,1,Nov,2003
Nov-03,Havering,"Physical Assault, no weapon",1,Nov,2003
Nov-03,Lambeth,Not known/Not Recorded ,1,Nov,2003
Nov-03,Lewisham,Knife or Sharp Implement,1,Nov,2003
Nov-04,Barking & Dagenham,Other Methods Of Killing,1,Nov,2004
Nov-04,Barnet,Other Methods Of Killing,1,Nov,2004
Nov-04,Brent,Knife or Sharp Implement,3,Nov,2004
Nov-04,Ealing,Knife or Sharp Implement,2,Nov,2004
Nov-04,Ealing,Other Methods Of Killing,1,Nov,2004
Nov-04,Ealing,Shooting,2,Nov,2004
Nov-04,Hackney,Other Methods Of Killing,1,Nov,2004
Nov-04,Wandsworth,Shooting,1,Nov,2004
Nov-05,Croydon,"Physical Assault, no weapon",1,Nov,2005
Nov-05,Ealing,Not known/Not Recorded ,1,Nov,2005
Nov-05,Ealing,"Physical Assault, no weapon",1,Nov,2005
Nov-05,Greenwich,Other Methods Of Killing,1,Nov,2005
Nov-05,Hounslow,Not known/Not Recorded ,1,Nov,2005
Nov-05,Lewisham,Knife or Sharp Implement,1,Nov,2005
Nov-05,Waltham Forest,Knife or Sharp Implement,1,Nov,2005
Nov-05,Waltham Forest,Shooting,1,Nov,2005
Nov-06,Barking & Dagenham,Knife or Sharp Implement,1,Nov,2006
Nov-06,Barnet,Other Methods Of Killing,1,Nov,2006
Nov-06,Camden,Knife or Sharp Implement,1,Nov,2006
Nov-06,Ealing,Other Methods Of Killing,1,Nov,2006
Nov-06,Ealing,Shooting,1,Nov,2006
Nov-06,Hackney,Shooting,2,Nov,2006
Nov-06,Hillingdon,Blunt Implement,1,Nov,2006
Nov-06,Lewisham,Knife or Sharp Implement,1,Nov,2006
Nov-06,Merton,Knife or Sharp Implement,1,Nov,2006
Nov-06,Merton,"Physical Assault, no weapon",1,Nov,2006
Nov-07,Bromley,Other Methods Of Killing,1,Nov,2007
Nov-07,Croydon,"Physical Assault, no weapon",1,Nov,2007
Nov-07,Hackney,Shooting,1,Nov,2007
Nov-07,Haringey,Not known/Not Recorded ,1,Nov,2007
Nov-07,Haringey,Other Methods Of Killing,1,Nov,2007
Nov-07,Havering,Other Methods Of Killing,1,Nov,2007
Nov-07,Lewisham,Other Methods Of Killing,1,Nov,2007
Nov-07,Newham,"Physical Assault, no weapon",2,Nov,2007
Nov-07,Sutton,Knife or Sharp Implement,1,Nov,2007
Nov-07,Sutton,Not known/Not Recorded ,1,Nov,2007
Nov-07,Westminster,"Physical Assault, no weapon",1,Nov,2007
Nov-08,Brent,Knife or Sharp Implement,1,Nov,2008
Nov-08,Croydon,"Physical Assault, no weapon",1,Nov,2008
Nov-08,Croydon,Shooting,1,Nov,2008
Nov-08,Ealing,Shooting,1,Nov,2008
Nov-08,Enfield,"Physical Assault, no weapon",1,Nov,2008
Nov-08,Greenwich,"Physical Assault, no weapon",1,Nov,2008
Nov-08,Hillingdon,"Physical Assault, no weapon",1,Nov,2008
Nov-08,Islington,Knife or Sharp Implement,1,Nov,2008
Nov-08,Lambeth,Knife or Sharp Implement,1,Nov,2008
Nov-08,Redbridge,Knife or Sharp Implement,1,Nov,2008
Nov-08,Redbridge,Not known/Not Recorded ,1,Nov,2008
Nov-08,Wandsworth,Knife or Sharp Implement,1,Nov,2008
Nov-09,Brent,Knife or Sharp Implement,1,Nov,2009
Nov-09,Bromley,Knife or Sharp Implement,1,Nov,2009
Nov-09,Ealing,Blunt Implement,1,Nov,2009
Nov-09,Ealing,Knife or Sharp Implement,1,Nov,2009
Nov-09,Ealing,Other Methods Of Killing,1,Nov,2009
Nov-09,Ealing,"Physical Assault, no weapon",1,Nov,2009
Nov-09,Hackney,Knife or Sharp Implement,1,Nov,2009
Nov-09,Southwark,Knife or Sharp Implement,1,Nov,2009
Nov-09,Southwark,Shooting,1,Nov,2009
Nov-09,Sutton,"Physical Assault, no weapon",1,Nov,2009
Nov-09,Tower Hamlets,Knife or Sharp Implement,1,Nov,2009
Nov-09,Tower Hamlets,"Physical Assault, no weapon",1,Nov,2009
Nov-09,Westminster,Other Methods Of Killing,1,Nov,2009
Nov-10,Barnet,Other Methods Of Killing,1,Nov,2010
Nov-10,Barnet,Shooting,1,Nov,2010
Nov-10,Brent,Other Methods Of Killing,1,Nov,2010
Nov-10,Ealing,"Physical Assault, no weapon",1,Nov,2010
Nov-10,Harrow,Other Methods Of Killing,1,Nov,2010
Nov-10,Harrow,"Physical Assault, no weapon",1,Nov,2010
Nov-10,Hounslow,Knife or Sharp Implement,1,Nov,2010
Nov-10,Islington,Shooting,2,Nov,2010
Nov-10,Lambeth,Shooting,1,Nov,2010
Nov-10,Newham,"Physical Assault, no weapon",1,Nov,2010
Nov-10,Waltham Forest,Knife or Sharp Implement,1,Nov,2010
Nov-11,Brent,Knife or Sharp Implement,1,Nov,2011
Nov-11,Ealing,Shooting,1,Nov,2011
Nov-11,Greenwich,Knife or Sharp Implement,1,Nov,2011
Nov-11,Haringey,Blunt Implement,1,Nov,2011
Nov-11,Lewisham,Knife or Sharp Implement,1,Nov,2011
Nov-11,Southwark,Knife or Sharp Implement,1,Nov,2011
Nov-11,Wandsworth,Other Methods Of Killing,1,Nov,2011
Nov-11,Wandsworth,"Physical Assault, no weapon",1,Nov,2011
Nov-12,Bromley,Not known/Not Recorded ,1,Nov,2012
Nov-12,Camden,Other Methods Of Killing,1,Nov,2012
Nov-12,Camden,"Physical Assault, no weapon",1,Nov,2012
Nov-12,Ealing,Knife or Sharp Implement,1,Nov,2012
Nov-12,Ealing,Not known/Not Recorded ,1,Nov,2012
Nov-12,Ealing,Other Methods Of Killing,1,Nov,2012
Nov-12,Enfield,Knife or Sharp Implement,1,Nov,2012
Nov-12,Greenwich,Shooting,1,Nov,2012
Nov-12,Hackney,Blunt Implement,1,Nov,2012
Nov-12,Lewisham,Blunt Implement,1,Nov,2012
Nov-12,Redbridge,Knife or Sharp Implement,1,Nov,2012
Nov-12,Redbridge,Other Methods Of Killing,1,Nov,2012
Nov-12,Richmond Upon Thames,"Physical Assault, no weapon",1,Nov,2012
Nov-13,Croydon,Not known/Not Recorded ,1,Nov,2013
Nov-13,Croydon,Other Methods Of Killing,1,Nov,2013
Nov-13,Ealing,Knife or Sharp Implement,1,Nov,2013
Nov-13,Ealing,"Physical Assault, no weapon",1,Nov,2013
Nov-13,Hackney,Other Methods Of Killing,1,Nov,2013
Nov-13,Richmond Upon Thames,Blunt Implement,1,Nov,2013
Nov-13,Southwark,Knife or Sharp Implement,1,Nov,2013
Nov-13,Wandsworth,"Physical Assault, no weapon",1,Nov,2013
Nov-14,Croydon,Blunt Implement,1,Nov,2014
Nov-14,Ealing,Shooting,1,Nov,2014
Nov-14,Enfield,Knife or Sharp Implement,1,Nov,2014
Nov-14,Enfield,Other Methods Of Killing,1,Nov,2014
Nov-14,Greenwich,Other Methods Of Killing,1,Nov,2014
Nov-14,Islington,Shooting,1,Nov,2014
Nov-14,Kensington & Chelsea,Other Methods Of Killing,1,Nov,2014
Nov-14,Newham,Knife or Sharp Implement,1,Nov,2014
Nov-14,Redbridge,Knife or Sharp Implement,1,Nov,2014
Nov-15,Barking & Dagenham,Other Methods Of Killing,1,Nov,2015
Nov-15,Bexley,Knife or Sharp Implement,1,Nov,2015
Nov-15,Brent,Knife or Sharp Implement,1,Nov,2015
Nov-15,Ealing,Knife or Sharp Implement,1,Nov,2015
Nov-15,Haringey,Blunt Implement,1,Nov,2015
Nov-15,Harrow,"Physical Assault, no weapon",1,Nov,2015
Nov-15,Hillingdon,Knife or Sharp Implement,2,Nov,2015
Nov-15,Islington,Knife or Sharp Implement,1,Nov,2015
Nov-15,Kensington & Chelsea,Blunt Implement,1,Nov,2015
Nov-15,Merton,Knife or Sharp Implement,1,Nov,2015
Nov-15,Tower Hamlets,Blunt Implement,1,Nov,2015
Nov-15,Westminster,Knife or Sharp Implement,1,Nov,2015
Nov-16,Barking & Dagenham,Knife or Sharp Implement,1,Nov,2016
Nov-16,Bexley,Knife or Sharp Implement,1,Nov,2016
Nov-16,Brent,Shooting,1,Nov,2016
Nov-16,Croydon,Knife or Sharp Implement,1,Nov,2016
Nov-16,Croydon,Shooting,1,Nov,2016
Nov-16,Greenwich,Other Methods Of Killing,1,Nov,2016
Nov-16,Haringey,Knife or Sharp Implement,1,Nov,2016
Nov-16,Harrow,Knife or Sharp Implement,1,Nov,2016
Nov-16,Lewisham,"Physical Assault, no weapon",1,Nov,2016
Nov-16,Southwark,Knife or Sharp Implement,1,Nov,2016
Nov-16,Southwark,"Physical Assault, no weapon",1,Nov,2016
Nov-17,Bromley,Knife or Sharp Implement,1,Nov,2017
Nov-17,Ealing,Knife or Sharp Implement,2,Nov,2017
Nov-17,Ealing,Shooting,1,Nov,2017
Nov-17,Hackney,Knife or Sharp Implement,1,Nov,2017
Nov-17,Haringey,Blunt Implement,1,Nov,2017
Nov-17,Islington,Blunt Implement,1,Nov,2017
Nov-17,Merton,"Physical Assault, no weapon",1,Nov,2017
Nov-17,Newham,Knife or Sharp Implement,1,Nov,2017
Nov-17,Redbridge,Blunt Implement,1,Nov,2017
Nov-17,Wandsworth,"Physical Assault, no weapon",1,Nov,2017
Nov-18,Bromley,Knife or Sharp Implement,1,Nov,2018
Nov-18,Ealing,Other Methods Of Killing,1,Nov,2018
Nov-18,Hackney,Knife or Sharp Implement,1,Nov,2018
Nov-18,Lambeth,Knife or Sharp Implement,1,Nov,2018
Nov-18,Lewisham,Knife or Sharp Implement,1,Nov,2018
Nov-18,Redbridge,Knife or Sharp Implement,1,Nov,2018
Nov-18,Richmond Upon Thames,Not known/Not Recorded ,1,Nov,2018
Nov-18,Southwark,Knife or Sharp Implement,1,Nov,2018
Nov-18,Wandsworth,Blunt Implement,1,Nov,2018
Nov-18,Wandsworth,Knife or Sharp Implement,1,Nov,2018
Nov-19,Brent,"Physical Assault, no weapon",1,Nov,2019
Nov-19,Ealing,Knife or Sharp Implement,1,Nov,2019
Nov-19,Harrow,Not known/Not Recorded ,1,Nov,2019
Nov-19,Hillingdon,Knife or Sharp Implement,1,Nov,2019
Nov-19,Redbridge,Blunt Implement,1,Nov,2019
Nov-19,Redbridge,Knife or Sharp Implement,2,Nov,2019
Nov-19,Tower Hamlets,Knife or Sharp Implement,1,Nov,2019
Nov-19,Tower Hamlets,Shooting,1,Nov,2019
Nov-20,Brent,Knife or Sharp Implement,1,Nov,2020
Nov-20,Croydon,Knife or Sharp Implement,1,Nov,2020
Nov-20,Ealing,Knife or Sharp Implement,1,Nov,2020
Nov-20,Enfield,Knife or Sharp Implement,1,Nov,2020
Nov-20,Hackney,"Physical Assault, no weapon",1,Nov,2020
Nov-20,Hammersmith & Fulham,Knife or Sharp Implement,1,Nov,2020
Nov-20,Lambeth,Knife or Sharp Implement,1,Nov,2020
Nov-20,Redbridge,Shooting,1,Nov,2020
Nov-20,Southwark,Knife or Sharp Implement,1,Nov,2020
Nov-20,Westminster,Knife or Sharp Implement,1,Nov,2020
Nov-21,Croydon,Knife or Sharp Implement,1,Nov,2021
Nov-21,Ealing,Knife or Sharp Implement,1,Nov,2021
Nov-21,Haringey,Knife or Sharp Implement,2,Nov,2021
Nov-21,Hounslow,Knife or Sharp Implement,2,Nov,2021
Nov-21,Richmond Upon Thames,Not known/Not Recorded ,1,Nov,2021
Nov-21,Tower Hamlets,Knife or Sharp Implement,1,Nov,2021
Nov-22,Greenwich,Knife or Sharp Implement,2,Nov,2022
Nov-22,Lewisham,Knife or Sharp Implement,2,Nov,2022
Nov-22,Richmond Upon Thames,Knife or Sharp Implement,1,Nov,2022
Nov-22,Westminster,Knife or Sharp Implement,1,Nov,2022
Oct-03,Brent,Other Methods Of Killing,1,Oct,2003
Oct-03,Croydon,Knife or Sharp Implement,1,Oct,2003
Oct-03,Ealing,Not known/Not Recorded ,1,Oct,2003
Oct-03,Enfield,Knife or Sharp Implement,2,Oct,2003
Oct-03,Greenwich,Knife or Sharp Implement,1,Oct,2003
Oct-03,Hackney,Knife or Sharp Implement,2,Oct,2003
Oct-03,Hackney,Other Methods Of Killing,3,Oct,2003
Oct-03,Haringey,Knife or Sharp Implement,2,Oct,2003
Oct-03,Hounslow,Knife or Sharp Implement,1,Oct,2003
Oct-03,Islington,Knife or Sharp Implement,2,Oct,2003
Oct-03,Lambeth,Shooting,1,Oct,2003
Oct-03,Newham,Knife or Sharp Implement,1,Oct,2003
Oct-03,Redbridge,Knife or Sharp Implement,1,Oct,2003
Oct-03,Southwark,Shooting,1,Oct,2003
Oct-03,Tower Hamlets,Knife or Sharp Implement,1,Oct,2003
Oct-03,Waltham Forest,Knife or Sharp Implement,1,Oct,2003
Oct-03,Waltham Forest,"Physical Assault, no weapon",1,Oct,2003
Oct-04,Barking & Dagenham,Knife or Sharp Implement,1,Oct,2004
Oct-04,Croydon,Shooting,2,Oct,2004
Oct-04,Ealing,Knife or Sharp Implement,1,Oct,2004
Oct-04,Enfield,"Physical Assault, no weapon",1,Oct,2004
Oct-04,Greenwich,Knife or Sharp Implement,1,Oct,2004
Oct-04,Hackney,Knife or Sharp Implement,2,Oct,2004
Oct-04,Hounslow,Knife or Sharp Implement,1,Oct,2004
Oct-04,Islington,Blunt Implement,1,Oct,2004
Oct-04,Lambeth,Other Methods Of Killing,1,Oct,2004
Oct-04,Newham,Blunt Implement,1,Oct,2004
Oct-04,Southwark,Knife or Sharp Implement,1,Oct,2004
Oct-04,Westminster,Other Methods Of Killing,3,Oct,2004
Oct-05,Camden,Not known/Not Recorded ,1,Oct,2005
Oct-05,Croydon,Knife or Sharp Implement,1,Oct,2005
Oct-05,Ealing,Knife or Sharp Implement,1,Oct,2005
Oct-05,Enfield,Knife or Sharp Implement,2,Oct,2005
Oct-05,Haringey,Not known/Not Recorded ,1,Oct,2005
Oct-05,Newham,Knife or Sharp Implement,1,Oct,2005
Oct-05,Richmond Upon Thames,Not known/Not Recorded ,1,Oct,2005
Oct-05,Southwark,Not known/Not Recorded ,1,Oct,2005
Oct-05,Waltham Forest,Other Methods Of Killing,1,Oct,2005
Oct-05,Wandsworth,Other Methods Of Killing,2,Oct,2005
Oct-05,Wandsworth,"Physical Assault, no weapon",1,Oct,2005
Oct-06,Barking & Dagenham,Knife or Sharp Implement,1,Oct,2006
Oct-06,Brent,Shooting,1,Oct,2006
Oct-06,Camden,Knife or Sharp Implement,1,Oct,2006
Oct-06,Ealing,Blunt Implement,1,Oct,2006
Oct-06,Ealing,Knife or Sharp Implement,1,Oct,2006
Oct-06,Ealing,Not known/Not Recorded ,1,Oct,2006
Oct-06,Ealing,Shooting,1,Oct,2006
Oct-06,Greenwich,Knife or Sharp Implement,1,Oct,2006
Oct-06,Haringey,Shooting,1,Oct,2006
Oct-06,Havering,Knife or Sharp Implement,1,Oct,2006
Oct-06,Hillingdon,Other Methods Of Killing,1,Oct,2006
Oct-06,Hounslow,Knife or Sharp Implement,1,Oct,2006
Oct-06,Kensington & Chelsea,Knife or Sharp Implement,1,Oct,2006
Oct-06,Lambeth,Shooting,1,Oct,2006
Oct-06,Newham,Knife or Sharp Implement,2,Oct,2006
Oct-07,Barnet,"Physical Assault, no weapon",1,Oct,2007
Oct-07,Bexley,Knife or Sharp Implement,1,Oct,2007
Oct-07,Brent,Knife or Sharp Implement,1,Oct,2007
Oct-07,Ealing,Knife or Sharp Implement,1,Oct,2007
Oct-07,Greenwich,Shooting,1,Oct,2007
Oct-07,Lambeth,Shooting,2,Oct,2007
Oct-07,Lewisham,Other Methods Of Killing,1,Oct,2007
Oct-07,Lewisham,Shooting,1,Oct,2007
Oct-07,Southwark,Not known/Not Recorded ,1,Oct,2007
Oct-07,Southwark,Other Methods Of Killing,1,Oct,2007
Oct-08,Barnet,Shooting,1,Oct,2008
Oct-08,Bexley,Other Methods Of Killing,1,Oct,2008
Oct-08,Ealing,"Physical Assault, no weapon",1,Oct,2008
Oct-08,Greenwich,Knife or Sharp Implement,1,Oct,2008
Oct-08,Hillingdon,Knife or Sharp Implement,1,Oct,2008
Oct-08,Hounslow,Knife or Sharp Implement,1,Oct,2008
Oct-08,Hounslow,Not known/Not Recorded ,1,Oct,2008
Oct-08,Lambeth,Knife or Sharp Implement,1,Oct,2008
Oct-08,Lambeth,Shooting,1,Oct,2008
Oct-08,Southwark,Shooting,1,Oct,2008
Oct-08,Waltham Forest,"Physical Assault, no weapon",1,Oct,2008
Oct-09,Barnet,Not known/Not Recorded ,1,Oct,2009
Oct-09,Bexley,Knife or Sharp Implement,1,Oct,2009
Oct-09,Bromley,Knife or Sharp Implement,1,Oct,2009
Oct-09,Croydon,"Physical Assault, no weapon",1,Oct,2009
Oct-09,Ealing,Knife or Sharp Implement,2,Oct,2009
Oct-09,Hackney,Shooting,1,Oct,2009
Oct-09,Haringey,Shooting,1,Oct,2009
Oct-09,Harrow,Knife or Sharp Implement,1,Oct,2009
Oct-09,Lambeth,Knife or Sharp Implement,1,Oct,2009
Oct-09,Newham,"Physical Assault, no weapon",1,Oct,2009
Oct-10,Barking & Dagenham,Knife or Sharp Implement,1,Oct,2010
Oct-10,Barnet,Shooting,1,Oct,2010
Oct-10,Brent,Knife or Sharp Implement,1,Oct,2010
Oct-10,Ealing,Knife or Sharp Implement,1,Oct,2010
Oct-10,Hammersmith & Fulham,Knife or Sharp Implement,1,Oct,2010
Oct-10,Harrow,Shooting,1,Oct,2010
Oct-10,Heathrow ,"Physical Assault, no weapon",1,Oct,2010
Oct-10,Lambeth,"Physical Assault, no weapon",1,Oct,2010
Oct-10,Newham,Knife or Sharp Implement,1,Oct,2010
Oct-10,Newham,Shooting,1,Oct,2010
Oct-11,Bexley,Knife or Sharp Implement,1,Oct,2011
Oct-11,Bexley,"Physical Assault, no weapon",1,Oct,2011
Oct-11,Croydon,"Physical Assault, no weapon",1,Oct,2011
Oct-11,Ealing,Knife or Sharp Implement,1,Oct,2011
Oct-11,Hackney,Knife or Sharp Implement,1,Oct,2011
Oct-11,Hammersmith & Fulham,Blunt Implement,1,Oct,2011
Oct-11,Merton,Knife or Sharp Implement,1,Oct,2011
Oct-12,Enfield,Knife or Sharp Implement,1,Oct,2012
Oct-12,Greenwich,Knife or Sharp Implement,1,Oct,2012
Oct-12,Hammersmith & Fulham,Knife or Sharp Implement,1,Oct,2012
Oct-12,Haringey,Knife or Sharp Implement,1,Oct,2012
Oct-12,Hounslow,Blunt Implement,1,Oct,2012
Oct-12,Kingston Upon Thames,Knife or Sharp Implement,1,Oct,2012
Oct-12,Southwark,Knife or Sharp Implement,1,Oct,2012
Oct-12,Waltham Forest,Knife or Sharp Implement,1,Oct,2012
Oct-13,Barking & Dagenham,Other Methods Of Killing,1,Oct,2013
Oct-13,Barnet,Blunt Implement,1,Oct,2013
Oct-13,Ealing,"Physical Assault, no weapon",1,Oct,2013
Oct-13,Hammersmith & Fulham,Knife or Sharp Implement,1,Oct,2013
Oct-13,Hammersmith & Fulham,Not known/Not Recorded ,1,Oct,2013
Oct-13,Islington,Knife or Sharp Implement,1,Oct,2013
Oct-13,Redbridge,Knife or Sharp Implement,1,Oct,2013
Oct-13,Sutton,Not known/Not Recorded ,1,Oct,2013
Oct-13,Wandsworth,Knife or Sharp Implement,1,Oct,2013
Oct-14,Barnet,Knife or Sharp Implement,1,Oct,2014
Oct-14,Bexley,Knife or Sharp Implement,1,Oct,2014
Oct-14,Ealing,Knife or Sharp Implement,1,Oct,2014
Oct-14,Southwark,Knife or Sharp Implement,1,Oct,2014
Oct-15,Barking & Dagenham,Other Methods Of Killing,1,Oct,2015
Oct-15,Barnet,Blunt Implement,1,Oct,2015
Oct-15,Brent,Knife or Sharp Implement,1,Oct,2015
Oct-15,Ealing,Knife or Sharp Implement,2,Oct,2015
Oct-15,Hackney,Knife or Sharp Implement,1,Oct,2015
Oct-15,Hillingdon,Knife or Sharp Implement,1,Oct,2015
Oct-15,Islington,Other Methods Of Killing,1,Oct,2015
Oct-15,Lambeth,Other Methods Of Killing,1,Oct,2015
Oct-15,Redbridge,Knife or Sharp Implement,1,Oct,2015
Oct-16,Brent,Knife or Sharp Implement,1,Oct,2016
Oct-16,Croydon,Other Methods Of Killing,1,Oct,2016
Oct-16,Croydon,Shooting,1,Oct,2016
Oct-16,Ealing,Knife or Sharp Implement,2,Oct,2016
Oct-16,Ealing,Shooting,2,Oct,2016
Oct-16,Haringey,Knife or Sharp Implement,1,Oct,2016
Oct-16,Hillingdon,Not known/Not Recorded ,1,Oct,2016
Oct-16,Redbridge,Knife or Sharp Implement,1,Oct,2016
Oct-16,Tower Hamlets,Shooting,1,Oct,2016
Oct-16,Waltham Forest,Blunt Implement,1,Oct,2016
Oct-17,Barking & Dagenham,Other Methods Of Killing,1,Oct,2017
Oct-17,Brent,Knife or Sharp Implement,2,Oct,2017
Oct-17,Croydon,Knife or Sharp Implement,1,Oct,2017
Oct-17,Ealing,Knife or Sharp Implement,1,Oct,2017
Oct-17,Ealing,Other Methods Of Killing,1,Oct,2017
Oct-17,Hammersmith & Fulham,Knife or Sharp Implement,1,Oct,2017
Oct-17,Havering,"Physical Assault, no weapon",1,Oct,2017
Oct-17,Hounslow,"Physical Assault, no weapon",1,Oct,2017
Oct-17,Islington,"Physical Assault, no weapon",1,Oct,2017
Oct-17,Kensington & Chelsea,Knife or Sharp Implement,1,Oct,2017
Oct-17,Newham,Blunt Implement,1,Oct,2017
Oct-17,Wandsworth,Other Methods Of Killing,1,Oct,2017
Oct-17,Westminster,Knife or Sharp Implement,1,Oct,2017
